work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,weekly_hours,age,gender,job_title_grouped
2023,SE,FT,Research Engineer,275000,USD,275000,DE,f2f,DE,M,55.01792222339912,35,Male,Other
2023,SE,FT,Research Engineer,174000,USD,174000,DE,f2f,DE,M,57.384679954512755,41,Male,Other
2023,SE,FT,Analytics Engineer,230000,USD,230000,GB,remote,GB,M,39.39086303544176,44,Male,Other
2023,SE,FT,Analytics Engineer,143200,USD,143200,GB,remote,GB,M,39.89102924612203,42,Male,Other
2023,SE,FT,Business Intelligence Engineer,225000,USD,225000,US,f2f,US,M,47.4712220767909,49,Male,Other
2023,SE,FT,Business Intelligence Engineer,156400,USD,156400,US,f2f,US,M,41.838818304401045,37,Male,Other
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,f2f,US,M,34.29760103091931,42,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,130000,USD,130000,US,f2f,US,M,39.1203868026811,39,Male,Machine Learning Engineer
2023,SE,FT,Data Strategist,90000,USD,90000,CA,f2f,CA,M,44.4714389931514,43,Male,Other
2023,SE,FT,Data Strategist,72000,USD,72000,CA,f2f,CA,M,49.458590517901314,36,Male,Other
2023,SE,FT,Data Engineer,253200,USD,253200,US,f2f,US,M,39.19636700241356,39,Male,Data Engineer
2023,SE,FT,Data Engineer,90700,USD,90700,US,f2f,US,M,47.14397097415408,30,Male,Data Engineer
2023,SE,FT,Computer Vision Engineer,342810,USD,342810,US,f2f,US,M,40.68204758549641,38,Male,Other
2023,SE,FT,Computer Vision Engineer,184590,USD,184590,US,f2f,US,M,34.11523223691255,35,Male,Other
2023,MI,FT,Data Engineer,162500,USD,162500,US,f2f,US,M,48.41678749091973,30,Male,Data Engineer
2023,MI,FT,Data Engineer,130000,USD,130000,US,f2f,US,M,37.845825602737804,33,Male,Data Engineer
2023,MI,FT,Data Analyst,105380,USD,105380,US,f2f,US,M,42.87102371539375,32,Male,Data Analyst
2023,MI,FT,Data Analyst,64500,USD,64500,US,f2f,US,M,35.14573337200949,32,Female,Data Analyst
2023,EN,FT,Data Quality Analyst,100000,USD,100000,NG,remote,NG,L,34.81759874525567,20,Male,Other
2023,EN,FT,Compliance Data Analyst,30000,USD,30000,NG,remote,NG,L,36.569480695264964,25,Female,Other
2022,MI,FT,Machine Learning Engineer,1650000,INR,20984,IN,hybrid,IN,L,43.097137591744385,26,Female,Machine Learning Engineer
2023,EN,FT,Applied Scientist,204620,USD,204620,US,f2f,US,L,37.14216304519199,19,Male,Other
2023,EN,FT,Applied Scientist,110680,USD,110680,US,f2f,US,L,36.995847919614675,22,Male,Other
2023,SE,FT,Data Engineer,270703,USD,270703,US,f2f,US,M,43.294857993519976,40,Male,Data Engineer
2023,SE,FT,Data Engineer,221484,USD,221484,US,f2f,US,M,42.8850557636326,35,Male,Data Engineer
2023,SE,FT,Data Scientist,212750,USD,212750,US,remote,US,M,42.729987495798305,37,Male,Data Scientist
2023,SE,FT,Data Scientist,185000,USD,185000,US,remote,US,M,46.295388556618704,38,Male,Data Scientist
2023,SE,FT,Data Scientist,262000,USD,262000,US,remote,US,M,50.322561429985974,32,Male,Data Scientist
2023,SE,FT,Data Scientist,245000,USD,245000,US,remote,US,M,44.37910516607256,38,Male,Data Scientist
2023,SE,FT,Data Scientist,275300,USD,275300,US,remote,US,M,37.35969863277376,41,Male,Data Scientist
2023,SE,FT,Data Scientist,183500,USD,183500,US,remote,US,M,47.08577867037963,43,Male,Data Scientist
2023,SE,FT,Data Scientist,218500,USD,218500,US,remote,US,M,35.69757159306748,40,Male,Data Scientist
2023,SE,FT,Data Scientist,199098,USD,199098,US,remote,US,M,42.76619773673651,48,Male,Data Scientist
2023,SE,FT,Data Engineer,203300,USD,203300,US,remote,US,M,51.32297524260501,36,Male,Data Engineer
2023,SE,FT,Data Engineer,123600,USD,123600,US,remote,US,M,35.10312848802164,44,Male,Data Engineer
2023,SE,FT,Research Engineer,189110,USD,189110,US,f2f,US,M,38.93517766012784,35,Male,Other
2023,SE,FT,Research Engineer,139000,USD,139000,US,f2f,US,M,42.771689677631805,41,Male,Other
2023,EX,FT,Data Scientist,258750,USD,258750,US,f2f,US,M,45.88995622521541,48,Male,Data Scientist
2023,EX,FT,Data Scientist,185000,USD,185000,US,f2f,US,M,49.78284720962706,47,Male,Data Scientist
2023,SE,FT,Data Engineer,231500,USD,231500,US,remote,US,M,49.76326840338028,42,Male,Data Engineer
2023,SE,FT,Data Engineer,166000,USD,166000,US,remote,US,M,44.295400820990764,43,Male,Data Engineer
2023,SE,FT,Data Scientist,172500,USD,172500,US,remote,US,M,48.526176217318366,31,Male,Data Scientist
2023,SE,FT,Data Scientist,110500,USD,110500,US,remote,US,M,49.93517173330579,38,Male,Data Scientist
2023,SE,FT,Data Engineer,238000,USD,238000,US,f2f,US,M,49.276627240730974,37,Male,Data Engineer
2023,SE,FT,Data Engineer,176000,USD,176000,US,f2f,US,M,52.18482324722619,45,Male,Data Engineer
2023,SE,FT,Data Engineer,237000,USD,237000,US,remote,US,M,47.19815596424591,48,Male,Data Engineer
2023,SE,FT,Data Engineer,201450,USD,201450,US,remote,US,M,42.832057016742745,31,Male,Data Engineer
2023,SE,FT,Applied Scientist,309400,USD,309400,US,f2f,US,L,42.644670881217195,46,Male,Other
2023,SE,FT,Applied Scientist,159100,USD,159100,US,f2f,US,L,41.38102642796782,40,Male,Other
2023,SE,FT,Data Engineer,115000,USD,115000,US,f2f,US,M,36.59098088888237,41,Male,Data Engineer
2023,SE,FT,Data Engineer,81500,USD,81500,US,f2f,US,M,38.688362002867215,36,Male,Data Engineer
2023,SE,FT,Data Scientist,237000,USD,237000,US,remote,US,M,37.97308924554147,41,Male,Data Scientist
2023,SE,FT,Data Scientist,201450,USD,201450,US,remote,US,M,52.719521293167105,43,Male,Data Scientist
2023,SE,FT,Computer Vision Engineer,280000,USD,280000,US,f2f,US,M,44.020529297436575,45,Male,Other
2023,SE,FT,Computer Vision Engineer,210000,USD,210000,US,f2f,US,M,30.716027669190005,39,Male,Other
2023,SE,FT,Data Architect,280100,USD,280100,US,remote,US,M,46.0113307198794,40,Male,Other
2023,SE,FT,Data Architect,168100,USD,168100,US,remote,US,M,35.10491783142055,40,Male,Other
2023,SE,FT,Data Engineer,193500,USD,193500,US,remote,US,M,43.717605749840395,32,Male,Data Engineer
2023,SE,FT,Data Engineer,139000,USD,139000,US,remote,US,M,41.692481695137985,38,Male,Data Engineer
2023,MI,FT,Data Scientist,510000,HKD,65062,HK,f2f,HK,L,39.731021521964756,28,Male,Data Scientist
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,PT,remote,US,M,41.77031723148292,40,Male,Machine Learning Engineer
2023,MI,FT,Applied Machine Learning Engineer,65000,EUR,69751,IN,remote,DE,S,39.130743553694856,26,Female,Other
2022,EN,FT,AI Developer,300000,USD,300000,IN,hybrid,IN,L,41.17992967233581,18,Male,Other
2023,MI,FT,Machine Learning Engineer,90000,EUR,96578,NL,remote,NL,L,36.10689264785377,28,Male,Machine Learning Engineer
2023,SE,FT,Business Intelligence Engineer,185900,USD,185900,US,f2f,US,M,47.285047965213344,44,Male,Other
2023,SE,FT,Business Intelligence Engineer,129300,USD,129300,US,f2f,US,M,41.765481651557025,33,Male,Other
2023,SE,FT,Data Engineer,225000,USD,225000,US,remote,US,M,46.015223943381045,46,Male,Data Engineer
2023,SE,FT,Data Engineer,175000,USD,175000,US,remote,US,M,48.34109400510202,44,Male,Data Engineer
2023,SE,FT,Data Engineer,185000,USD,185000,US,f2f,US,M,37.19843344543714,38,Male,Data Engineer
2023,SE,FT,Data Engineer,140000,USD,140000,US,f2f,US,M,36.64265305897687,38,Male,Data Engineer
2023,SE,FT,Data Scientist,45000,EUR,48289,ES,f2f,ES,M,41.87010675070333,34,Female,Data Scientist
2023,SE,FT,Data Scientist,36000,EUR,38631,ES,f2f,ES,M,46.89724224215036,39,Female,Data Scientist
2023,SE,FT,Data Scientist,105000,USD,105000,US,f2f,US,M,42.593441200391105,44,Male,Data Scientist
2023,SE,FT,Data Scientist,70000,USD,70000,US,f2f,US,M,39.431732052181246,44,Male,Data Scientist
2023,EN,FT,Machine Learning Engineer,163196,USD,163196,US,f2f,US,M,50.70148769131208,22,Male,Machine Learning Engineer
2023,EN,FT,Machine Learning Engineer,145885,USD,145885,US,f2f,US,M,43.301033379075534,21,Male,Machine Learning Engineer
2023,SE,FT,Data Engineer,217000,USD,217000,US,remote,US,M,51.00148261892012,42,Male,Data Engineer
2023,SE,FT,Data Engineer,185000,USD,185000,US,remote,US,M,41.60812041178475,46,Male,Data Engineer
2023,SE,FT,Data Analyst,202800,USD,202800,US,f2f,US,L,44.113075348355686,34,Male,Data Analyst
2023,SE,FT,Data Analyst,104300,USD,104300,US,f2f,US,L,46.60879386979822,36,Male,Data Analyst
2023,SE,FT,Data Analyst,145000,USD,145000,US,f2f,US,M,45.021646343493074,39,Male,Data Analyst
2023,SE,FT,Data Analyst,65000,USD,65000,US,f2f,US,M,45.66754498304118,42,Male,Data Analyst
2023,SE,FT,Data Engineer,165000,USD,165000,US,f2f,US,M,38.25948541129203,39,Male,Data Engineer
2023,SE,FT,Data Engineer,132300,USD,132300,US,f2f,US,M,50.66918612849319,39,Male,Data Engineer
2023,SE,FT,Data Engineer,179170,USD,179170,US,f2f,US,M,46.41626355161333,33,Male,Data Engineer
2023,SE,FT,Data Engineer,94300,USD,94300,US,f2f,US,M,45.32861292437047,43,Male,Data Engineer
2023,SE,FT,Analytics Engineer,152500,USD,152500,US,f2f,US,M,47.52799526988859,33,Male,Other
2023,SE,FT,Analytics Engineer,116450,USD,116450,US,f2f,US,M,46.72746025939313,49,Male,Other
2023,SE,FT,Data Engineer,247300,USD,247300,US,f2f,US,M,41.05647170287867,44,Male,Data Engineer
2023,SE,FT,Data Engineer,133800,USD,133800,US,f2f,US,M,35.9351976387931,42,Male,Data Engineer
2023,SE,FT,Research Engineer,203000,USD,203000,US,f2f,US,M,46.942280797932355,39,Male,Other
2023,SE,FT,Research Engineer,133000,USD,133000,US,f2f,US,M,42.921045174654004,39,Male,Other
2023,EN,FT,Research Scientist,220000,USD,220000,US,hybrid,US,L,43.13527075943961,19,Male,Other
2022,EN,FT,Machine Learning Engineer,54000,CHF,56536,CH,remote,CH,S,36.840762908053485,22,Female,Machine Learning Engineer
2023,SE,FT,Data Scientist,150000,USD,150000,US,f2f,US,M,43.84626123907654,32,Male,Data Scientist
2023,SE,FT,Data Scientist,120000,USD,120000,US,f2f,US,M,47.20361535713914,50,Male,Data Scientist
2023,SE,FT,Analytics Engineer,289800,USD,289800,US,f2f,US,M,53.10953945739096,39,Male,Other
2023,SE,FT,Analytics Engineer,214000,USD,214000,US,f2f,US,M,46.84965023499544,36,Male,Other
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,f2f,US,M,44.994331538100255,33,Male,Other
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,f2f,US,M,40.85307170049218,42,Male,Other
2023,SE,FT,Machine Learning Engineer,283200,USD,283200,US,remote,US,M,37.2491013608521,43,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,188800,USD,188800,US,remote,US,M,43.11380258080653,44,Male,Machine Learning Engineer
2023,SE,FT,Analytics Engineer,289800,USD,289800,US,f2f,US,M,38.30861375913918,35,Male,Other
2023,SE,FT,Analytics Engineer,214200,USD,214200,US,f2f,US,M,40.84443099919856,42,Male,Other
2023,SE,FT,Data Engineer,185900,USD,185900,US,f2f,US,M,42.79380692717359,43,Male,Data Engineer
2023,SE,FT,Data Engineer,129300,USD,129300,US,f2f,US,M,51.92115110023258,39,Male,Data Engineer
2023,SE,FT,Data Engineer,252000,USD,252000,US,f2f,US,M,54.17542860007416,40,Male,Data Engineer
2023,SE,FT,Data Engineer,129000,USD,129000,US,f2f,US,M,40.407456435541064,35,Male,Data Engineer
2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,f2f,US,M,46.84564229735169,37,Male,Other
2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,f2f,US,M,47.234593719246156,28,Male,Other
2023,SE,FT,Data Engineer,161800,USD,161800,US,remote,US,M,50.036748629989305,37,Male,Data Engineer
2023,SE,FT,Data Engineer,141600,USD,141600,US,remote,US,M,43.11083494582528,45,Male,Data Engineer
2023,SE,FT,Machine Learning Engineer,342300,USD,342300,US,f2f,US,L,50.8028202646031,48,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,176100,USD,176100,US,f2f,US,L,42.76587945189102,35,Male,Machine Learning Engineer
2023,MI,FT,Data Engineer,100000,USD,100000,US,remote,US,M,40.85443097107603,26,Male,Data Engineer
2023,MI,FT,Data Engineer,70000,USD,70000,US,remote,US,M,44.28110225243092,28,Female,Data Engineer
2023,EN,FT,Data Engineer,85000,USD,85000,US,f2f,US,M,46.52862692564293,25,Male,Data Engineer
2023,EN,FT,Data Engineer,65000,USD,65000,US,f2f,US,M,42.03074052653248,17,Female,Data Engineer
2023,SE,FT,Data Scientist,138784,USD,138784,US,remote,US,M,43.400257458074094,38,Male,Data Scientist
2023,SE,FT,Data Scientist,83270,USD,83270,US,remote,US,M,34.53305212735137,42,Male,Data Scientist
2023,EN,FT,Data Analyst,75000,USD,75000,US,f2f,US,M,41.90513113798089,20,Male,Data Analyst
2023,EN,FT,Data Analyst,70000,USD,70000,US,f2f,US,M,37.91679012856319,22,Male,Data Analyst
2023,SE,FT,Data Analyst,204500,USD,204500,US,f2f,US,M,48.87187362747672,41,Male,Data Analyst
2023,SE,FT,Data Analyst,138900,USD,138900,US,f2f,US,M,38.71591922157279,36,Male,Data Analyst
2023,SE,FT,Machine Learning Engineer,318300,USD,318300,US,remote,US,M,49.083465875816195,30,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,212200,USD,212200,US,remote,US,M,42.37801715838518,37,Male,Machine Learning Engineer
2023,SE,FT,Data Engineer,95000,USD,95000,US,remote,US,M,49.11272510104737,48,Male,Data Engineer
2023,SE,FT,Data Engineer,75000,USD,75000,US,remote,US,M,51.484336520085016,27,Female,Data Engineer
2023,SE,FT,Data Scientist,195000,USD,195000,US,f2f,US,M,37.477947116061216,36,Male,Data Scientist
2023,SE,FT,Data Scientist,160000,USD,160000,US,f2f,US,M,41.056520369469204,39,Male,Data Scientist
2023,SE,FT,Analytics Engineer,230000,USD,230000,US,f2f,US,M,45.76149607521665,35,Male,Other
2023,SE,FT,Analytics Engineer,143200,USD,143200,US,f2f,US,M,49.256588788800336,43,Male,Other
2023,MI,FT,Data Engineer,100000,USD,100000,US,remote,US,M,44.919130141825505,21,Male,Data Engineer
2023,MI,FT,Data Engineer,70000,USD,70000,US,remote,US,M,50.612133346703054,37,Female,Data Engineer
2023,MI,FT,Business Data Analyst,105000,USD,105000,US,hybrid,US,L,37.23667002710944,26,Male,Other
2023,MI,FT,Applied Data Scientist,1700000,INR,20670,IN,remote,IN,L,40.89495207880876,31,Female,Other
2023,MI,FT,Data Analyst,38000,GBP,46178,GB,f2f,GB,M,38.507304236953125,24,Female,Data Analyst
2023,MI,FT,Data Analyst,35000,GBP,42533,GB,f2f,GB,M,39.82013662517273,34,Female,Data Analyst
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,45.10378937354209,41,Male,Data Engineer
2023,SE,FT,Data Engineer,115000,USD,115000,US,f2f,US,M,36.73505338191528,35,Male,Data Engineer
2023,SE,FT,Data Analyst,168400,USD,168400,US,f2f,US,M,52.81779829150683,41,Male,Data Analyst
2023,SE,FT,Data Analyst,105200,USD,105200,US,f2f,US,M,36.15042403325805,39,Male,Data Analyst
2023,SE,FT,Applied Scientist,309400,USD,309400,US,f2f,US,L,47.47867559736598,39,Male,Other
2023,SE,FT,Applied Scientist,159100,USD,159100,US,f2f,US,L,37.165157862832565,39,Male,Other
2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,f2f,US,M,46.65966127170002,40,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,f2f,US,M,49.55257921044006,29,Male,Machine Learning Engineer
2023,MI,FT,Data Engineer,162500,USD,162500,US,f2f,US,M,43.83016273634791,29,Male,Data Engineer
2023,MI,FT,Data Engineer,130000,USD,130000,US,f2f,US,M,39.76779803987225,23,Male,Data Engineer
2023,SE,FT,Analytics Engineer,150000,USD,150000,US,remote,US,M,44.54540372975533,37,Male,Other
2023,SE,FT,Analytics Engineer,120000,USD,120000,US,remote,US,M,38.62251185126272,38,Male,Other
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,54.34902699888171,36,Male,Data Engineer
2023,SE,FT,Data Engineer,120000,USD,120000,US,f2f,US,M,45.2915961767311,41,Male,Data Engineer
2023,SE,FT,Applied Scientist,222200,USD,222200,US,f2f,US,L,44.62881631495201,33,Male,Other
2023,SE,FT,Applied Scientist,136000,USD,136000,US,f2f,US,L,36.45184242286949,43,Male,Other
2023,SE,FT,Data Analyst,45000,GBP,54685,CF,remote,CF,M,45.89179685071778,39,Female,Data Analyst
2023,SE,FT,Data Analyst,35000,GBP,42533,CF,remote,CF,M,48.81934601043355,45,Female,Data Analyst
2023,SE,FT,Data Engineer,241000,USD,241000,US,f2f,US,M,39.96182936968308,53,Male,Data Engineer
2023,SE,FT,Data Engineer,155000,USD,155000,US,f2f,US,M,40.057973700441934,43,Male,Data Engineer
2023,SE,FT,Data Engineer,220000,USD,220000,US,remote,US,M,49.75096855629066,43,Male,Data Engineer
2023,SE,FT,Data Engineer,190000,USD,190000,US,remote,US,M,40.64689422031826,38,Male,Data Engineer
2023,MI,FT,Data Scientist,55000,GBP,66837,GB,f2f,GB,M,37.55801278054041,29,Female,Data Scientist
2023,MI,FT,Data Scientist,45000,GBP,54685,GB,f2f,GB,M,36.63652550739331,20,Female,Data Scientist
2020,EX,FT,Staff Data Analyst,15000,USD,15000,NG,f2f,CA,M,45.89535798097434,55,Female,Other
2023,MI,FT,ETL Engineer,70000,GBP,85066,GB,remote,GB,M,39.47590941740486,24,Male,Other
2023,MI,FT,ETL Engineer,47500,GBP,57723,GB,remote,GB,M,39.42689543235491,27,Female,Other
2023,EN,FT,Data Analyst,85000,USD,85000,US,remote,US,M,40.0610236789379,21,Male,Data Analyst
2023,EN,FT,Data Analyst,75000,USD,75000,US,remote,US,M,36.964983432930026,19,Male,Data Analyst
2023,SE,FT,Data Engineer,160000,USD,160000,US,f2f,US,M,36.39355191828658,50,Male,Data Engineer
2023,SE,FT,Data Engineer,140000,USD,140000,US,f2f,US,M,44.823437003622416,36,Male,Data Engineer
2023,MI,FT,Machine Learning Engineer,300000,USD,300000,US,f2f,US,M,48.50850947224962,27,Male,Machine Learning Engineer
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,f2f,US,M,44.601770814037074,34,Male,Machine Learning Engineer
2023,SE,FT,Data Scientist,228000,USD,228000,US,f2f,US,M,46.98097101228378,37,Male,Data Scientist
2023,SE,FT,Data Scientist,186000,USD,186000,US,f2f,US,M,38.539528527831,40,Male,Data Scientist
2023,SE,FT,Data Scientist,190000,USD,190000,US,f2f,US,M,39.78663678872072,43,Male,Data Scientist
2023,SE,FT,Data Scientist,170000,USD,170000,US,f2f,US,M,36.6044081868571,29,Male,Data Scientist
2023,MI,FT,Research Engineer,230000,USD,230000,US,f2f,US,M,43.02247645359237,28,Male,Other
2023,MI,FT,Research Engineer,200000,USD,200000,US,f2f,US,M,47.84285561724389,31,Male,Other
2023,SE,FT,Data Architect,180000,USD,180000,US,remote,US,M,40.80704888357335,46,Male,Other
2023,SE,FT,Data Architect,115000,USD,115000,US,remote,US,M,41.343195065645546,41,Male,Other
2023,SE,FT,Data Architect,200000,USD,200000,US,remote,US,M,52.074794120755314,30,Male,Other
2023,SE,FT,Data Architect,115000,USD,115000,US,remote,US,M,45.418820177933064,33,Male,Other
2023,SE,FT,Data DevOps Engineer,50000,EUR,53654,FR,hybrid,FR,S,44.114357409280785,45,Female,Other
2023,EX,FT,Data Engineer,220000,USD,220000,US,f2f,US,M,43.52029713705937,56,Male,Data Engineer
2023,EX,FT,Data Engineer,205000,USD,205000,US,f2f,US,M,48.714508021482004,56,Male,Data Engineer
2023,MI,FT,Data Engineer,180000,USD,180000,US,f2f,US,M,51.3631389066197,33,Male,Data Engineer
2023,MI,FT,Data Engineer,130000,USD,130000,US,f2f,US,M,43.906011377024534,30,Male,Data Engineer
2023,SE,FT,Data Engineer,200000,USD,200000,US,remote,US,M,44.845484348123435,40,Male,Data Engineer
2023,SE,FT,Data Engineer,150000,USD,150000,US,remote,US,M,47.936881438543374,45,Male,Data Engineer
2023,SE,FT,Computer Vision Engineer,215000,USD,215000,US,f2f,US,M,50.63805698696614,36,Male,Other
2023,SE,FT,Computer Vision Engineer,170000,USD,170000,US,f2f,US,M,48.382770779969235,33,Male,Other
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,f2f,US,M,38.838025269885215,37,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,f2f,US,M,43.86290190750235,35,Male,Machine Learning Engineer
2023,SE,FT,Data Scientist,224000,USD,224000,CA,f2f,CA,M,50.37762255382937,35,Male,Data Scientist
2023,SE,FT,Data Scientist,176000,USD,176000,CA,f2f,CA,M,48.83415105523423,41,Male,Data Scientist
2023,SE,FT,Data Analyst,120000,USD,120000,US,remote,US,M,50.35208282956876,39,Male,Data Analyst
2023,SE,FT,Data Analyst,75000,USD,75000,US,remote,US,M,45.915249108706384,47,Male,Data Analyst
2023,EN,FT,Data Engineer,1400000,INR,17022,IN,remote,IN,L,33.42186771658468,23,Female,Data Engineer
2023,SE,FT,Applied Data Scientist,100000,AUD,68318,AU,remote,FI,M,49.34721612785246,29,Male,Other
2023,MI,FT,AI Developer,100000,SGD,75020,FI,f2f,FI,M,48.72165207193048,18,Female,Other
2023,SE,FT,Data Analyst,140000,USD,140000,US,f2f,US,M,48.32719964760374,41,Male,Data Analyst
2023,SE,FT,Data Analyst,120000,USD,120000,US,f2f,US,M,42.58449116542571,40,Male,Data Analyst
2023,SE,FT,Data Engineer,128000,USD,128000,US,f2f,US,M,48.97668693969071,41,Male,Data Engineer
2023,SE,FT,Data Engineer,81500,USD,81500,US,f2f,US,M,45.79618052199891,40,Male,Data Engineer
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,39.528187989929684,38,Male,Data Engineer
2023,SE,FT,Data Engineer,115000,USD,115000,US,f2f,US,M,43.899600996681,33,Male,Data Engineer
2023,SE,FT,Data Engineer,185000,USD,185000,US,f2f,US,M,39.651081707734505,41,Male,Data Engineer
2023,SE,FT,Data Engineer,140000,USD,140000,US,f2f,US,M,41.49539861743773,39,Male,Data Engineer
2023,EX,FT,Head of Data,329500,USD,329500,US,f2f,US,M,38.36740051026576,55,Male,Other
2023,EX,FT,Head of Data,269600,USD,269600,US,f2f,US,M,35.04096114869816,58,Male,Other
2023,SE,FT,Data Quality Analyst,100000,USD,100000,US,f2f,US,M,40.39053489334309,41,Female,Other
2023,SE,FT,Data Quality Analyst,80000,USD,80000,US,f2f,US,M,43.94283254917278,33,Male,Other
2023,SE,FT,Data Scientist,250000,USD,250000,US,f2f,US,M,45.70562878756761,39,Male,Data Scientist
2023,SE,FT,Data Scientist,162500,USD,162500,US,f2f,US,M,51.155430153875905,44,Male,Data Scientist
2023,MI,FT,AI Developer,200000,USD,200000,US,remote,US,M,49.74833554862899,32,Male,Other
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,47.645972988926815,33,Male,Data Engineer
2023,SE,FT,Data Engineer,100000,USD,100000,US,f2f,US,M,45.304070553935,27,Male,Data Engineer
2023,EX,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,37.14586970059672,53,Male,Data Engineer
2023,EX,FT,Data Engineer,115000,USD,115000,US,f2f,US,M,38.70245193833856,44,Male,Data Engineer
2023,SE,FT,Data Scientist,203500,USD,203500,US,f2f,US,M,44.77485640743612,35,Male,Data Scientist
2023,SE,FT,Data Scientist,152000,USD,152000,US,f2f,US,M,44.62919712470982,45,Male,Data Scientist
2023,SE,FT,Data Scientist,239000,USD,239000,US,f2f,US,L,45.54041501812392,43,Male,Data Scientist
2023,SE,FT,Data Scientist,122900,USD,122900,US,f2f,US,L,49.06874292454199,45,Male,Data Scientist
2023,SE,FT,Data Scientist,237000,USD,237000,US,f2f,US,M,46.99172853005551,39,Male,Data Scientist
2023,SE,FT,Data Scientist,145000,USD,145000,US,f2f,US,M,39.16575774481406,37,Male,Data Scientist
2023,SE,FT,Data Science Manager,191765,USD,191765,US,f2f,US,M,45.59202105245978,47,Male,Other
2023,SE,FT,Data Science Manager,134236,USD,134236,US,f2f,US,M,34.029039519475816,31,Male,Other
2023,SE,FT,Analytics Engineer,190000,USD,190000,US,remote,US,M,38.87287021109421,40,Male,Other
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,remote,US,M,49.80660030725993,38,Male,Other
2022,SE,FT,Data Scientist,84000,EUR,88256,ES,remote,GB,L,38.775405091158405,41,Male,Data Scientist
2023,EN,FT,Data Engineer,85000,USD,85000,US,f2f,US,M,42.71055626443806,18,Male,Data Engineer
2023,EN,FT,Data Engineer,65000,USD,65000,US,f2f,US,M,41.155432446899404,20,Male,Data Engineer
